ID,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,TotalCoffeeQuantityByBag,TotalCoffeQuantity
1037.0,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora bonanza - armenia quindio,3-068-0123,,1800 m.s.n.m,huila,Exportadora de CafÃ© CÃ³ndor S.A,250.0,70 kg,AlmacafÃ©,4T/2010,"January 25th, 2011",Exportadora de Cafe Condor S.A,,,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,7.33,80.83,0.01,0.0,0.0,,1.0,"January 25th, 2012",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800.0,1800.0,1800.0,70.0,17500.0
1038.0,Arabica,bourbon specialty coffees,Brazil,castelhana farm,,,002/4542/0021,bourbon specialty coffees,,monte carmelo,DIOGO TUDELA NETO,320.0,60 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",BOURBON SPECIALTY COFFEES,,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,10.0,7.25,80.75,0.0,0.0,0.0,Green,1.0,"October 7th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,,,,60.0,19200.0
1039.0,Arabica,u soe,Myanmar,myaing,,,Unspecified,,3825,ywar ngan,U Soe,1.0,2 kg,Coffee Quality Institute,2015,"July 17th, 2015",U Soe,Catuai,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,7.17,80.75,0.0,0.0,0.0,Green,2.0,"July 16th, 2016",Coffee Quality Institute,1d4c7f93129f9fb1c8a5f0ce0e36cc1cf4c2f4d7,0f62c9236e3ff5c4921da1e22a350aa99482779d,m,3825.0,3825.0,3825.0,2.0,2.0
1040.0,Arabica,juan luis alvarado romero,Guatemala,finca los cerros y anexos,,beneficio exportacafe agua santa,11/52/841,exportcafe,5440-5760 metros,huehuetenango,OTTONIEL VILLATORO LOPEZ,275.0,69 kg,Asociacion Nacional Del CafÃ©,2015,"June 18th, 2015",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,7.17,80.75,0.12,0.0,0.0,Green,1.0,"June 17th, 2016",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1658.112,1755.648,1706.88,69.0,18975.0
1041.0,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,cafetales santa matilde,,beneficio san carlos,017/001/1066,"comercial internacional exportadora, s.a.",1100.00 mosl,jinotega,ROLANDO LACAYO,275.0,69 kg,AsociaciÃ³n de CafÃ©s Especiales de Nicaragua,2015,"May 28th, 2015","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Other,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,7.25,80.75,0.12,0.0,0.0,Green,5.0,"May 27th, 2016",AsociaciÃ³n de CafÃ©s Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f,m,110000.0,110000.0,110000.0,69.0,18975.0
1042.0,Arabica,bismarck castro,Honduras,juan damaso,,cigrah sps,13-111-083,cigrah s.a de c.v,1450 masl,"siguatepeque, comayagua",La Gran Manzana,275.0,1 kg,Instituto HondureÃ±o del CafÃ©,2015,"May 25th, 2015",Bismarck Castro,Caturra,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,7.08,80.75,0.11,0.0,0.0,Green,2.0,"May 24th, 2016",Instituto HondureÃ±o del CafÃ©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450.0,1450.0,1450.0,1.0,275.0
1043.0,Arabica,essencecoffee,Panama,elida estate,,elida estate,290503,essence coffee,1680m,boquete,Lamastus,100.0,60 kg,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,7.17,80.75,0.11,1.0,0.0,Green,4.0,"May 22nd, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1680.0,1680.0,1680.0,60.0,6000.0
1044.0,Arabica,cadexsa,Honduras,bethel,,cadexsa,13-63-318,cadexsa,1350,marcala,Jose Omar Acosta,275.0,1 kg,Instituto HondureÃ±o del CafÃ©,2015,"May 22nd, 2015",CADEXSA,Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,80.75,0.09,0.0,0.0,Green,2.0,"May 21st, 2016",Instituto HondureÃ±o del CafÃ©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350.0,1350.0,1350.0,1.0,275.0
1045.0,Arabica,,Honduras,los hicaques,,cigrah,13-111-035,cigrah,1450 mals,central region,Reinerio Zepeda,275.0,1 kg,Instituto HondureÃ±o del CafÃ©,2015,"March 11th, 2015",,Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,7.0,80.75,0.13,0.0,0.0,Green,1.0,"March 10th, 2016",Instituto HondureÃ±o del CafÃ©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450.0,1450.0,1450.0,1.0,275.0
1046.0,Arabica,the coffee source inc.,Costa Rica,several,,cafe altura de san ramon,5-562-0014,the coffee source inc.,1300 msnm,san ramon,SEVERAL,250.0,3 lbs,Specialty Coffee Association,2014,"April 11th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.75,0.11,0.0,0.0,Green,0.0,"April 11th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300.0,1300.0,1300.0,1.3605442176870748,340.1360544217687
1047.0,Arabica,diego manuel woolrich ramirez,Mexico,san josÃ© y el portillo,,san josÃ© y el portillo,"1401325570, 1405822583, 1405822338",,1200,oaxaca,"JOSE RIOS LARA, APOLONIA FRANCO TORRES, JENARO GONZALES MENDOZA",30.0,1 kg,AMECAFE,2012,"September 4th, 2012",DIEGO MANUEL WOOLRICH RAMIREZ,Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,7.5,80.75,0.11,0.0,0.0,Green,2.0,"September 4th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200.0,1200.0,1200.0,1.0,30.0
1048.0,Arabica,myriam kaplan-pasternak,Haiti,2000 farms,,utcam usine traitement cafe marmelade,None exists,haiti coffee,~1000 meters,haiti,COOPAIMAR Copperative Agro Industriel de Marmelade,1.0,2 kg,Specialty Coffee Association,2012,"May 22nd, 2012",Myriam Kaplan-Pasternak,Typica,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,7.25,80.75,0.12,0.0,0.0,Green,0.0,"May 22nd, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1000.0,1000.0,1000.0,2.0,2.0
1049.0,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,2131202,kona pacific farmers cooperative,,kona,,3.0,2 lbs,Specialty Coffee Association,2011,"December 21st, 2011",Kona Pacific Farmers Cooperative,Arusha,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,6.92,80.75,0.13,0.0,0.0,Bluish-Green,6.0,"December 20th, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,0.9070294784580498,2.7210884353741496
1050.0,Arabica,cqi taiwan icp cqi??????,Taiwan,???,1,hand peeled,non,????,,taiwan,???,160.0,1 kg,Blossom Valley International,2016,"August 12th, 2016",CQI Taiwan ICP CQI??????,Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,7.33,80.67,0.0,0.0,0.0,Green,1.0,"August 12th, 2017",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,,,,1.0,160.0
1051.0,Arabica,aulia arif syahri,Indonesia,darmawi,,surbakti / pt.olam indonesia,015/1691/006,pt. olam indonesia,1200-1500,sumatra brastagi,Surbakti,200.0,30 kg,Specialty Coffee Association,2015,"November 10th, 2015",Aulia Arif Syahri,Mandheling,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,7.33,80.67,0.13,0.0,0.0,Blue-Green,1.0,"November 9th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200.0,1500.0,1350.0,30.0,6000.0
1052.0,Arabica,juan luis alvarado romero,Guatemala,finca medina,,beneficio siembras vision (154),11/11711/1,"siembras vision, s.a.",1500msnm,antigua,FINCA MEDINA,150.0,60 kg,Asociacion Nacional Del CafÃ©,2015/2016,"October 23rd, 2015",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,7.0,80.67,0.11,0.0,0.0,Green,0.0,"October 22nd, 2016",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0,60.0,9000.0
1053.0,Arabica,"ceca, s.a.",Costa Rica,gamboa,,beneficio montaÃ±as del diamante,5-025-0048,"ceca,s.a.",1.85,tarrazu,Martin Gutierrez,240.0,1 kg,Specialty Coffee Association of Costa Rica,2015,"February 27th, 2015","CECA, S.A.",Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,8.0,80.67,0.11,0.0,0.0,Blue-Green,4.0,"February 27th, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,185.0,185.0,185.0,1.0,240.0
1054.0,Arabica,afca,Malawi,makoka valley estate,,r.w.j. wallace ltd,C17,r.w.j wallace ltd,990-1000m,southern- zomba,R.W.J. Wallace Ltd,100.0,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.17,80.67,0.12,0.0,0.0,Bluish-Green,1.0,"November 4th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,990.0,1000.0,995.0,60.0,6000.0
1055.0,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,"el desmoronado, talpan de allende jalisco",,corta pico balbino ramirez,0,cafe don balbino s.c. de r.l. de c.v.,1200,"el desmoronado, talpan de allende jalisco",BALBINO RAMIREZ FLORES,20.0,1 kg,AMECAFE,2014,"October 23rd, 2014",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,7.25,80.67,0.12,0.0,0.0,Green,4.0,"October 23rd, 2015",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200.0,1200.0,1200.0,1.0,20.0
1056.0,Arabica,compaÃ±ia colombiana agroindustrial s.a,Colombia,,,trilladora agricola,14-3-79-1034,ecom cca sa,1550,santander,,250.0,70 kg,AlmacafÃ©,2014,"April 14th, 2014",CompaÃ±ia Colombiana Agroindustrial S.A,Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,8.5,80.67,0.0,0.0,0.0,,1.0,"April 14th, 2015",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1550.0,1550.0,1550.0,70.0,17500.0
1057.0,Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,,humedo: finca santo tomas pachuj y seco: beneficio palinsa,11/752/02,"finca santo tomas pachuj, guatemala",1550,"san lucas toliman, solola","PACHUJ, S.A",250.0,69 kg,Asociacion Nacional Del CafÃ©,2013,"June 5th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,7.33,80.67,0.12,0.0,0.0,Green,5.0,"June 5th, 2014",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1550.0,1550.0,1550.0,69.0,17250.0
1058.0,Arabica,juan luis alvarado romero,Guatemala,chiquimulja / alpha cafe / senfro,,,11/23/0233,"unex guatemala, s.a.",,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,250.0,1 kg,Asociacion Nacional Del CafÃ©,2012,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,7.17,80.67,0.11,0.0,0.0,Green,2.0,"January 24th, 2013",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,,,,1.0,250.0
1059.0,Arabica,juan luis alvarado romero,Guatemala,chiquimulja / alpha cafe / senfro,,beneficio ixchel,11/23/0240,"unex guatemala, s.a.",,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,250.0,1 kg,Asociacion Nacional Del CafÃ©,2012,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,7.33,80.67,0.11,0.0,0.0,Green,3.0,"January 24th, 2013",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,,,,1.0,250.0
1060.0,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-1980,,,,,149.0,70 kg,AlmacafÃ©,,"March 15th, 2011",Racafe & Cia S.C.A,,,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,10.0,7.25,80.67,0.18,0.0,0.0,,2.0,"March 14th, 2012",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,,70.0,10430.0
1061.0,Arabica,bourbon specialty coffees,Brazil,leticia farm,91,internacional armazens gerais,,bourbon specialty coffees,,monte carmelo,MAX KEND TAKIUTI E OUTROS,94.0,60 kg,Brazil Specialty Coffee Association,2016,"March 11th, 2016",BOURBON SPECIALTY COFFEES,,,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,10.0,7.42,80.58,0.11,0.0,0.0,Green,7.0,"March 11th, 2017",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,,,,60.0,5640.0
1062.0,Arabica,"exportadora atlantic, s.a.",Nicaragua,los saltarines,017-053-0046,exportadora atlantic sa - pp condega,017-053-0046,exportadora atlantic s.a,,nueva segovia,ADONIS JOSE ORTEZ BELTRAN,275.0,69 kg,Instituto HondureÃ±o del CafÃ©,2016,"February 26th, 2016","Exportadora Atlantic, S.A.",,,7.08,7.5,7.0,7.25,7.42,7.0,10.0,10.0,10.0,7.33,80.58,0.11,0.0,1.0,Green,0.0,"February 25th, 2017",Instituto HondureÃ±o del CafÃ©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,,,,69.0,18975.0
1063.0,Arabica,burka coffee estate,"Tanzania, United Republic Of",burka coffee estates,,burka coffee estates,C28,burka coffee estate,1400,arusha,Burka Coffee Estates,10.0,60 kg,Africa Fine Coffee Association,2014,"January 6th, 2015",Burka Coffee Estate,Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.58,0.12,0.0,0.0,Bluish-Green,1.0,"January 6th, 2016",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1400.0,1400.0,1400.0,60.0,600.0
1064.0,Arabica,ipanema coffees,Brazil,rio verde,,ipanema coffees,002/1660/0066,ipanema coffees,1200,south of minas,Ipanema AgrÃ­cola SA,300.0,2 kg,Specialty Coffee Association,2014/2015,"October 17th, 2014",Ipanema Coffees,Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,7.25,80.58,0.0,0.0,0.0,Green,3.0,"October 17th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200.0,1200.0,1200.0,2.0,600.0
1065.0,Arabica,beneficio santa rosa,Honduras,bsr,,beneficio santa rosa s.a.,13-123-238,beneficio santa rosa s.a.,1400 m.s.n.m.,occidental,BSR,275.0,69 kg,Instituto HondureÃ±o del CafÃ©,2014,"April 30th, 2014",Beneficio Santa Rosa,Caturra,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.17,80.58,0.11,0.0,0.0,Green,5.0,"April 30th, 2015",Instituto HondureÃ±o del CafÃ©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400.0,1400.0,1400.0,69.0,18975.0
1066.0,Arabica,juan luis alvarado romero,Guatemala,finca el naranjal,,beneficio exportacafe agua santa,11-52-121,exportcafe,4540 metros,huehuetenango,BYRON ALONZO SOLIS,275.0,69 kg,Asociacion Nacional Del CafÃ©,2014,"January 28th, 2014",Juan Luis Alvarado Romero,Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,7.25,80.58,0.11,0.0,0.0,Green,5.0,"January 28th, 2015",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1383.792,1383.792,1383.792,69.0,18975.0
1067.0,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,HDOA 210282,,,,,10.0,100 lbs,Specialty Coffee Association,,"May 4th, 2011",Kona Pacific Farmers Cooperative,,,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,80.58,0.0,0.0,0.0,,0.0,"May 3rd, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,45.351473922902485,453.51473922902494
1068.0,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-1979,,,,,149.0,70 kg,AlmacafÃ©,,"March 15th, 2011",Racafe & Cia S.C.A,,,7.08,7.25,7.0,7.5,7.08,7.33,10.0,10.0,10.0,7.33,80.58,0.0,0.0,0.0,,2.0,"March 14th, 2012",AlmacafÃ©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,,70.0,10430.0
1069.0,Arabica,cqi taiwan icp cqi??????,Taiwan,???,1,non,,???,50,taiwan,???,20.0,5 kg,Blossom Valley International,2017,"December 8th, 2017",CQI Taiwan ICP CQI??????,Other,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,10.0,7.17,80.5,0.0,0.0,0.0,Blue-Green,0.0,"December 8th, 2018",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,50.0,50.0,50.0,5.0,100.0
1070.0,Arabica,juan luis alvarado romero,Guatemala,el guayabo,11/15/0293,el guayabo,11/15/0293,"peter schoelfeld, s.a",1500,santa rosa,EDWIN MUÃ‘OZ,275.0,69 kg,Asociacion Nacional Del CafÃ©,2017,"September 8th, 2017",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,0.1,0.0,0.0,Green,4.0,"September 8th, 2018",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0,69.0,18975.0
1071.0,Arabica,janny marlith torres,Honduras,la bendicion,331,en cortado beneficiado y secado por el productor,13-154-234,coffee planet corporation s.a,1650,ocotepeque,Jorge Alfredo Pinto,15.0,69 kg,Instituto HondureÃ±o del CafÃ©,2017,"August 23rd, 2017",Janny Marlith Torres,Catuai,Washed / Wet,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,7.0,80.5,0.11,0.0,0.0,Green,5.0,"August 23rd, 2018",Instituto HondureÃ±o del CafÃ©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1650.0,1650.0,1650.0,69.0,1035.0
1072.0,Arabica,case noyale ltd,Mauritius,case noyale ltd,K7 Chamarel 2015,hulling facility,not applicable,compagnie sucriÃ¨re de bel ombre ltd,280,chamarel (south west),Case Noyale Ltd,1.0,2 kg,Kenya Coffee Traders Association,2016,"February 11th, 2016",Case Noyale Ltd,,,7.25,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,0.12,0.0,0.0,Green,0.0,"February 10th, 2017",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,280.0,280.0,280.0,2.0,2.0
1073.0,Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,,internacional armazens gerais,002/4542/0049,bourbon specialty coffees,1250 m,vale da grama,Lindolpho de Carvalho Dias,300.0,60 kg,Brazil Specialty Coffee Association,2015/2016,"November 17th, 2015",BOURBON SPECIALTY COFFEES,Yellow Bourbon,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,7.33,80.5,0.11,0.0,0.0,Green,3.0,"November 16th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1250.0,1250.0,1250.0,60.0,18000.0
1074.0,Arabica,shwe yin mar coffee,Myanmar,mixed,,shwe yin mar,Unspecified,shwe yin mar coffee,3800,pyin oo lwin,Shwe Yin Mar,1.0,2 kg,Coffee Quality Institute,2015,"July 17th, 2015",Shwe Yin Mar Coffee,Other,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,7.08,80.5,0.0,0.0,0.0,Green,2.0,"July 16th, 2016",Coffee Quality Institute,1d4c7f93129f9fb1c8a5f0ce0e36cc1cf4c2f4d7,0f62c9236e3ff5c4921da1e22a350aa99482779d,m,3800.0,3800.0,3800.0,2.0,2.0
1075.0,Arabica,juan luis alvarado romero,Guatemala,various,,las americas,11-951-136,outspan guatemala s.a.,4000 p.s.n.m.,oriente,VARIOS,275.0,69 kg,Asociacion Nacional Del CafÃ©,2014,"April 23rd, 2014",Juan Luis Alvarado Romero,Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,7.17,80.5,0.11,0.0,0.0,Green,3.0,"April 23rd, 2015",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,69.0,18975.0
1076.0,Arabica,jacques pereira carneiro,Brazil,pereira estate coffee,,carapina armazens gerais,002/135-2/0182,exportadora de cafÃ©s carmo de minas ltda,1250,mantiqueira de minas,MARIA ROGERIA COSTA PEREIRA,300.0,60 kg,Specialty Coffee Association,2013,"April 17th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,7.42,80.5,0.1,0.0,0.0,None,10.0,"April 17th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1250.0,1250.0,1250.0,60.0,18000.0
1077.0,Arabica,eileen koyanagi,United States (Hawaii),,,,KP010914,kona pacific farmers cooperative,,kona,,10.0,100 lbs,Specialty Coffee Association,2013,"February 4th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,7.17,80.5,0.11,1.0,0.0,Green,0.0,"February 4th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,45.351473922902485,453.51473922902494
1078.0,Arabica,juan luis alvarado romero,Guatemala,barranca de las flores,,beneficio exportacafe agua santa,11/52/492,exportcafe,6100 metros,huehuetenango,IDMAR DE JESUS VELASQUEZ CALDERON,250.0,1 kg,Asociacion Nacional Del CafÃ©,2013,"February 13th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,6.67,80.5,0.12,1.0,0.0,Green,1.0,"February 13th, 2014",Asociacion Nacional Del CafÃ©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1859.28,1859.28,1859.28,1.0,250.0
1079.0,Arabica,israel eduardo paz garcia,Mexico,peÃ±a negra,,"zaragoza itundujia, oaxaca",1405793051,cafeorganico.mx,1450,zaragoza itundujia,HERAS HERNANDEZ GAUDENCIO,18.0,1 kg,AMECAFE,2012,"September 17th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.5,0.15,0.0,0.0,None,1.0,"September 17th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1450.0,1450.0,1450.0,1.0,18.0
